Fecha,Producto,Categoría,Cantidad,Precio,Ciudad
20/08/2026,Laptop A,Computadoras,14,2250.00,Trujillo
21/07/2026,Laptop B,Computadoras,2,3360.00,Arequipa
13/02/2026,USB 64GB,Almacenamiento,2,49.50,Juliaca
21/03/2026,Audífonos Pro,Accesorios,18,262.50,Arequipa
06/08/2026,Mouse Gamer,Accesorios,2,189.00,Puno
26/01/2026,Switch 8P,Redes,1,325.50,Puno
11/04/2026,Monitor 24,Computadoras,10,850.00,Puno
16/07/2026,Monitor 27,Computadoras,1,1250.00,Cusco
19/06/2026,Monitor 24,Computadoras,13,850.00,Tacna
04/02/2026,Monitor 27,Computadoras,9,1250.00,Trujillo
23/04/2026,Impresora Multifunción,Impresoras,11,1150.00,Juliaca
15/04/2026,Audífonos Pro,Accesorios,4,250.00,Tacna
25/04/2026,Impresora Multifunción,Impresoras,10,1150.00,Juliaca
08/05/2026,Laptop C,Computadoras,13,4100.00,Juliaca
31/03/2026,Impresora A,Impresoras,1,702.00,Lima
24/05/2026,Monitor 27,Computadoras,4,1312.50,Lima
24/01/2026,Laptop B,Computadoras,8,2880.00,Puno
08/06/2026,Mouse X,Accesorios,12,50.00,Arequipa
14/04/2026,Laptop A,Computadoras,9,2375.00,Moquegua
24/03/2026,Laptop C,Computadoras,13,4100.00,Moquegua
21/04/2026,Disco SSD 2TB,Almacenamiento,19,759.00,Tacna
24/02/2026,Impresora Multifunción,Impresoras,6,1150.00,Trujillo
17/07/2026,Disco SSD 2TB,Almacenamiento,12,759.00,Moquegua
12/08/2026,Monitor 24,Computadoras,1,850.00,Cusco
01/03/2026,Monitor 24,Computadoras,10,850.00,Tacna
26/01/2026,Laptop B,Computadoras,9,3360.00,Juliaca
23/03/2026,Disco SSD 1TB,Almacenamiento,18,361.00,Juliaca
17/08/2026,Router WiFi,Redes,17,207.00,Puno
01/08/2026,USB 64GB,Almacenamiento,1,49.50,Moquegua
20/08/2026,Mouse X,Accesorios,19,45.00,Cusco
27/01/2026,Teclado K1,Accesorios,20,120.00,Trujillo
16/07/2026,Impresora Multifunción,Impresoras,11,1150.00,Lima
06/03/2026,USB 64GB,Almacenamiento,8,45.00,Moquegua
30/05/2026,Disco SSD 2TB,Almacenamiento,13,690.00,Arequipa
05/06/2026,Monitor 24,Computadoras,15,850.00,Cusco
27/02/2026,Mouse Gamer,Accesorios,5,180.00,Trujillo
18/01/2026,Impresora A,Impresoras,13,858.00,Cusco
17/07/2026,USB 128GB,Almacenamiento,1,82.50,Cusco
26/05/2026,Monitor 24,Computadoras,14,892.50,Moquegua
06/05/2026,Disco SSD 2TB,Almacenamiento,9,655.50,Tacna
09/08/2026,Mouse X,Accesorios,6,50.00,Arequipa
11/06/2026,Laptop C,Computadoras,6,4100.00,Lima
09/06/2026,Monitor 24,Computadoras,9,850.00,Tacna
29/03/2026,Audífonos Pro,Accesorios,13,237.50,Moquegua
07/03/2026,Impresora Multifunción,Impresoras,6,1150.00,Trujillo
14/05/2026,Monitor 27,Computadoras,1,1187.50,Trujillo
20/06/2026,Disco SSD 2TB,Almacenamiento,15,724.50,Juliaca
09/08/2026,USB 64GB,Almacenamiento,3,42.75,Cusco
09/07/2026,Laptop A,Computadoras,17,2375.00,Moquegua
09/08/2026,Disco SSD 2TB,Almacenamiento,13,724.50,Juliaca
17/03/2026,Audífonos Pro,Accesorios,20,225.00,Trujillo
18/04/2026,Cable UTP,Redes,20,25.00,Arequipa
16/06/2026,Laptop A,Computadoras,6,2625.00,Puno
04/02/2026,Mouse X,Accesorios,4,50.00,Arequipa
19/04/2026,Mouse Gamer,Accesorios,12,180.00,Juliaca
19/02/2026,Monitor 27,Computadoras,6,1250.00,Juliaca
15/04/2026,Router WiFi,Redes,13,230.00,Cusco
12/01/2026,USB 128GB,Almacenamiento,20,75.00,Moquegua
01/06/2026,Impresora A,Impresoras,5,819.00,Arequipa
14/04/2026,USB 128GB,Almacenamiento,17,82.50,Arequipa
11/03/2026,Impresora Multifunción,Impresoras,2,1265.00,Tacna
07/07/2026,Impresora Multifunción,Impresoras,6,1207.50,Moquegua
03/02/2026,PC Gamer X,Computadoras,20,4940.00,Arequipa
29/05/2026,Laptop A,Computadoras,12,2625.00,Arequipa
18/08/2026,Impresora Multifunción,Impresoras,8,1150.00,Puno
13/08/2026,Monitor 27,Computadoras,13,1250.00,Puno
19/06/2026,USB 128GB,Almacenamiento,7,78.75,Lima
10/08/2026,Mouse Gamer,Accesorios,9,162.00,Moquegua
28/03/2026,Mouse Gamer,Accesorios,2,180.00,Lima
27/06/2026,USB 128GB,Almacenamiento,12,67.50,Lima
19/08/2026,Router WiFi,Redes,13,230.00,Trujillo
27/07/2026,Monitor 27,Computadoras,16,1312.50,Cusco
26/07/2026,Cable UTP,Redes,4,25.00,Arequipa
10/02/2026,Impresora Multifunción,Impresoras,20,1265.00,Juliaca
10/07/2026,Monitor 27,Computadoras,3,1375.00,Puno
08/01/2026,Teclado K1,Accesorios,1,132.00,Juliaca
18/06/2026,USB 128GB,Almacenamiento,15,75.00,Lima
30/01/2026,Mouse X,Accesorios,13,50.00,Cusco
16/01/2026,Impresora A,Impresoras,4,780.00,Cusco
14/01/2026,Mouse X,Accesorios,19,47.50,Tacna
17/06/2026,Impresora Multifunción,Impresoras,11,1092.50,Lima
30/07/2026,Router WiFi,Redes,10,253.00,Puno
14/03/2026,Monitor 24,Computadoras,15,935.00,Lima
29/05/2026,Router WiFi,Redes,8,230.00,Puno
07/03/2026,Laptop B,Computadoras,3,3360.00,Puno
15/05/2026,Audífonos Pro,Accesorios,18,250.00,Arequipa
21/02/2026,Impresora Multifunción,Impresoras,20,1265.00,Cusco
29/07/2026,Cable UTP,Redes,1,25.00,Trujillo
13/04/2026,Laptop C,Computadoras,15,4100.00,Trujillo
02/02/2026,USB 128GB,Almacenamiento,5,75.00,Moquegua
02/03/2026,Teclado K1,Accesorios,7,120.00,Tacna
25/03/2026,Laptop A,Computadoras,2,2500.00,Cusco
15/03/2026,Monitor 27,Computadoras,7,1250.00,Trujillo
19/07/2026,Switch 8P,Redes,5,310.00,Trujillo
10/01/2026,USB 64GB,Almacenamiento,15,49.50,Cusco
22/03/2026,Laptop C,Computadoras,3,4510.00,Arequipa
04/03/2026,Disco SSD 2TB,Almacenamiento,14,690.00,Cusco
09/03/2026,Router WiFi,Redes,9,230.00,Juliaca
05/06/2026,PC Gamer X,Computadoras,14,5200.00,Puno
18/01/2026,USB 64GB,Almacenamiento,3,47.25,Tacna
22/02/2026,Teclado K1,Accesorios,11,126.00,Moquegua
08/05/2026,Disco SSD 1TB,Almacenamiento,10,342.00,Cusco
23/02/2026,Disco SSD 1TB,Almacenamiento,15,361.00,Tacna
29/05/2026,Mouse Gamer,Accesorios,5,180.00,Lima
05/06/2026,Disco SSD 2TB,Almacenamiento,19,690.00,Cusco
25/03/2026,Impresora Multifunción,Impresoras,1,1265.00,Puno
10/03/2026,Teclado K1,Accesorios,3,126.00,Tacna
03/05/2026,Disco SSD 2TB,Almacenamiento,12,655.50,Cusco
07/08/2026,Monitor 27,Computadoras,13,1375.00,Arequipa
11/08/2026,Disco SSD 2TB,Almacenamiento,13,724.50,Cusco
10/06/2026,Monitor 27,Computadoras,10,1187.50,Arequipa
25/05/2026,Laptop C,Computadoras,14,4100.00,Juliaca
10/05/2026,Router WiFi,Redes,5,230.00,Tacna
07/02/2026,Disco SSD 2TB,Almacenamiento,5,759.00,Cusco
15/03/2026,Audífonos Pro,Accesorios,15,275.00,Juliaca
10/06/2026,Disco SSD 2TB,Almacenamiento,4,621.00,Tacna
06/07/2026,Mouse X,Accesorios,13,50.00,Lima
11/06/2026,Disco SSD 2TB,Almacenamiento,13,724.50,Trujillo
02/07/2026,Impresora Multifunción,Impresoras,8,1035.00,Arequipa
16/01/2026,Router WiFi,Redes,19,241.50,Puno
17/07/2026,Router WiFi,Redes,1,241.50,Arequipa
29/06/2026,Impresora A,Impresoras,20,741.00,Puno
24/07/2026,Mouse X,Accesorios,14,50.00,Cusco
01/01/2026,Laptop A,Computadoras,1,2500.00,Cusco
19/04/2026,Laptop A,Computadoras,9,2750.00,Lima
27/07/2026,Mouse X,Accesorios,13,52.50,Moquegua
04/05/2026,Laptop B,Computadoras,2,2880.00,Cusco
14/06/2026,Impresora A,Impresoras,3,741.00,Cusco
16/04/2026,Webcam HD,Accesorios,13,209.00,Arequipa
11/06/2026,Teclado K1,Accesorios,5,120.00,Juliaca
12/01/2026,Monitor 27,Computadoras,6,1375.00,Trujillo
04/08/2026,PC Gamer X,Computadoras,12,4940.00,Juliaca
06/05/2026,Impresora Multifunción,Impresoras,2,1150.00,Tacna
30/06/2026,Monitor 24,Computadoras,6,850.00,Lima
04/01/2026,Mouse X,Accesorios,8,50.00,Arequipa
09/02/2026,USB 128GB,Almacenamiento,10,82.50,Puno
01/06/2026,PC Gamer X,Computadoras,10,5720.00,Moquegua
13/08/2026,Mouse Gamer,Accesorios,5,171.00,Lima
02/05/2026,Mouse Gamer,Accesorios,6,171.00,Puno
01/03/2026,Mouse X,Accesorios,6,55.00,Arequipa
23/07/2026,Cable UTP,Redes,12,25.00,Moquegua
02/08/2026,Disco SSD 2TB,Almacenamiento,4,724.50,Cusco
13/06/2026,Impresora A,Impresoras,16,702.00,Moquegua
22/02/2026,Monitor 24,Computadoras,6,892.50,Tacna
02/06/2026,Mouse X,Accesorios,18,50.00,Arequipa
02/01/2026,Webcam HD,Accesorios,3,171.00,Cusco
28/07/2026,Audífonos Pro,Accesorios,2,250.00,Arequipa
12/08/2026,Mouse Gamer,Accesorios,13,180.00,Puno
24/03/2026,Disco SSD 1TB,Almacenamiento,15,361.00,Moquegua
14/05/2026,Mouse X,Accesorios,12,52.50,Lima
02/06/2026,PC Gamer X,Computadoras,10,5200.00,Arequipa
31/01/2026,Disco SSD 2TB,Almacenamiento,13,690.00,Lima
06/07/2026,Impresora A,Impresoras,7,702.00,Puno
21/06/2026,Router WiFi,Redes,17,207.00,Lima
28/05/2026,Laptop B,Computadoras,20,2880.00,Juliaca
08/02/2026,Monitor 24,Computadoras,18,850.00,Juliaca
06/01/2026,Impresora A,Impresoras,10,780.00,Lima
29/07/2026,Teclado K1,Accesorios,3,120.00,Cusco
10/02/2026,Laptop C,Computadoras,16,4100.00,Tacna
26/04/2026,USB 128GB,Almacenamiento,17,67.50,Moquegua
19/02/2026,Mouse X,Accesorios,2,55.00,Trujillo
13/01/2026,Switch 8P,Redes,1,279.00,Moquegua
12/08/2026,Webcam HD,Accesorios,7,171.00,Cusco
27/07/2026,Switch 8P,Redes,5,341.00,Tacna
15/03/2026,Monitor 24,Computadoras,18,807.50,Arequipa
18/02/2026,Cable UTP,Redes,8,25.00,Puno
12/05/2026,Impresora Multifunción,Impresoras,11,1035.00,Trujillo
07/02/2026,Disco SSD 1TB,Almacenamiento,15,380.00,Moquegua
13/04/2026,Monitor 24,Computadoras,7,850.00,Arequipa
07/03/2026,Mouse Gamer,Accesorios,17,162.00,Lima
11/06/2026,PC Gamer X,Computadoras,8,5720.00,Arequipa
10/06/2026,Monitor 24,Computadoras,19,850.00,Arequipa
04/06/2026,Teclado K1,Accesorios,1,114.00,Trujillo
09/07/2026,Switch 8P,Redes,18,310.00,Trujillo
20/04/2026,Audífonos Pro,Accesorios,5,275.00,Puno
19/04/2026,Switch 8P,Redes,1,294.50,Lima
20/08/2026,USB 128GB,Almacenamiento,9,67.50,Puno
12/01/2026,Mouse Gamer,Accesorios,13,198.00,Lima
11/05/2026,Impresora A,Impresoras,3,780.00,Arequipa
16/04/2026,Laptop C,Computadoras,5,4100.00,Trujillo
14/05/2026,PC Gamer X,Computadoras,9,5200.00,Moquegua
28/03/2026,Laptop B,Computadoras,10,3200.00,Arequipa
19/05/2026,USB 64GB,Almacenamiento,12,45.00,Tacna
24/05/2026,Cable UTP,Redes,8,26.25,Arequipa
07/06/2026,Webcam HD,Accesorios,19,190.00,Lima
06/05/2026,Disco SSD 2TB,Almacenamiento,14,724.50,Puno
01/05/2026,USB 128GB,Almacenamiento,19,67.50,Puno
15/08/2026,Switch 8P,Redes,15,325.50,Trujillo
19/06/2026,PC Gamer X,Computadoras,15,4940.00,Cusco
30/04/2026,USB 64GB,Almacenamiento,8,42.75,Juliaca
01/08/2026,Teclado K1,Accesorios,4,126.00,Moquegua
22/02/2026,Monitor 24,Computadoras,2,765.00,Juliaca
05/07/2026,Audífonos Pro,Accesorios,1,250.00,Trujillo
14/04/2026,Webcam HD,Accesorios,10,171.00,Trujillo
19/07/2026,Laptop A,Computadoras,16,2500.00,Tacna
03/05/2026,Laptop C,Computadoras,12,3690.00,Puno
13/02/2026,Mouse X,Accesorios,2,45.00,Arequipa
21/01/2026,Router WiFi,Redes,13,230.00,Moquegua
28/05/2026,Impresora A,Impresoras,12,819.00,Cusco
24/06/2026,Disco SSD 1TB,Almacenamiento,13,380.00,Puno
18/07/2026,Mouse Gamer,Accesorios,5,180.00,Tacna
09/04/2026,Cable UTP,Redes,7,27.50,Juliaca
02/01/2026,USB 128GB,Almacenamiento,19,67.50,Arequipa
23/05/2026,Monitor 27,Computadoras,5,1250.00,Tacna
14/07/2026,Laptop C,Computadoras,2,4305.00,Tacna
14/02/2026,Mouse X,Accesorios,4,50.00,Lima
04/06/2026,Mouse Gamer,Accesorios,12,180.00,Tacna
05/01/2026,Disco SSD 2TB,Almacenamiento,3,621.00,Puno
19/03/2026,Switch 8P,Redes,11,310.00,Trujillo
10/06/2026,Teclado K1,Accesorios,18,120.00,Puno
11/02/2026,USB 64GB,Almacenamiento,2,45.00,Juliaca
02/02/2026,Mouse X,Accesorios,2,50.00,Moquegua
20/06/2026,Laptop B,Computadoras,13,3360.00,Juliaca
23/07/2026,Impresora A,Impresoras,9,741.00,Juliaca
08/02/2026,Laptop A,Computadoras,6,2500.00,Puno
28/01/2026,Disco SSD 2TB,Almacenamiento,5,759.00,Cusco
07/05/2026,Mouse Gamer,Accesorios,16,180.00,Juliaca
16/01/2026,PC Gamer X,Computadoras,20,5200.00,Moquegua
16/08/2026,Disco SSD 1TB,Almacenamiento,15,399.00,Trujillo
23/02/2026,Webcam HD,Accesorios,7,190.00,Moquegua
14/07/2026,Cable UTP,Redes,2,27.50,Tacna
22/06/2026,Disco SSD 2TB,Almacenamiento,15,724.50,Tacna
10/05/2026,Laptop C,Computadoras,5,4100.00,Moquegua
27/02/2026,Audífonos Pro,Accesorios,1,237.50,Moquegua
05/03/2026,Cable UTP,Redes,7,23.75,Cusco
05/02/2026,Laptop A,Computadoras,16,2500.00,Lima
03/08/2026,Monitor 24,Computadoras,11,807.50,Trujillo
16/03/2026,Webcam HD,Accesorios,7,190.00,Lima
19/03/2026,Router WiFi,Redes,7,207.00,Moquegua
22/06/2026,Router WiFi,Redes,19,207.00,Juliaca
02/05/2026,Mouse X,Accesorios,18,50.00,Cusco
23/06/2026,Disco SSD 1TB,Almacenamiento,1,342.00,Puno
09/04/2026,Laptop C,Computadoras,19,3895.00,Cusco
26/06/2026,Laptop B,Computadoras,5,3360.00,Arequipa
22/02/2026,Teclado K1,Accesorios,11,114.00,Puno
18/04/2026,Monitor 24,Computadoras,2,807.50,Trujillo
15/03/2026,Mouse X,Accesorios,6,45.00,Trujillo
14/07/2026,USB 64GB,Almacenamiento,16,42.75,Arequipa
19/08/2026,Laptop C,Computadoras,10,3690.00,Cusco
30/07/2026,Mouse X,Accesorios,18,50.00,Lima
22/07/2026,Monitor 27,Computadoras,4,1375.00,Moquegua
10/07/2026,Audífonos Pro,Accesorios,16,250.00,Cusco
31/01/2026,Teclado K1,Accesorios,1,126.00,Moquegua
14/07/2026,Cable UTP,Redes,16,22.50,Lima
12/04/2026,PC Gamer X,Computadoras,16,5720.00,Tacna
12/03/2026,Disco SSD 2TB,Almacenamiento,19,655.50,Trujillo
26/03/2026,Monitor 24,Computadoras,18,850.00,Puno
25/03/2026,Switch 8P,Redes,10,325.50,Puno
31/05/2026,Monitor 27,Computadoras,16,1250.00,Tacna
09/03/2026,Impresora A,Impresoras,17,780.00,Tacna
03/01/2026,Impresora A,Impresoras,3,780.00,Arequipa
23/05/2026,Impresora A,Impresoras,3,702.00,Cusco
19/05/2026,Cable UTP,Redes,6,23.75,Trujillo
09/03/2026,Teclado K1,Accesorios,9,120.00,Trujillo
30/07/2026,PC Gamer X,Computadoras,14,5720.00,Arequipa
07/07/2026,Impresora Multifunción,Impresoras,17,1265.00,Arequipa
16/05/2026,Impresora Multifunción,Impresoras,3,1265.00,Cusco
27/02/2026,Mouse X,Accesorios,18,52.50,Tacna
16/04/2026,Switch 8P,Redes,8,310.00,Juliaca
30/04/2026,Impresora A,Impresoras,6,819.00,Lima
16/05/2026,Monitor 24,Computadoras,14,850.00,Puno
11/08/2026,Monitor 27,Computadoras,15,1250.00,Lima
23/02/2026,USB 128GB,Almacenamiento,4,75.00,Juliaca
04/06/2026,Impresora A,Impresoras,7,741.00,Tacna
05/03/2026,Audífonos Pro,Accesorios,2,225.00,Juliaca
26/03/2026,Webcam HD,Accesorios,6,180.50,Lima
06/01/2026,Impresora A,Impresoras,5,741.00,Cusco
30/07/2026,Disco SSD 1TB,Almacenamiento,13,418.00,Trujillo
24/07/2026,Laptop C,Computadoras,18,4100.00,Tacna
05/01/2026,Laptop B,Computadoras,10,3200.00,Moquegua
12/06/2026,PC Gamer X,Computadoras,3,5460.00,Arequipa
22/05/2026,PC Gamer X,Computadoras,13,5200.00,Trujillo
10/01/2026,Disco SSD 2TB,Almacenamiento,1,655.50,Tacna
06/02/2026,Laptop C,Computadoras,20,3895.00,Tacna
04/04/2026,USB 64GB,Almacenamiento,16,45.00,Lima
31/07/2026,Laptop C,Computadoras,6,4100.00,Arequipa
06/04/2026,Laptop C,Computadoras,4,4510.00,Cusco
15/04/2026,Router WiFi,Redes,4,230.00,Trujillo
10/05/2026,Monitor 27,Computadoras,4,1250.00,Lima
01/07/2026,Laptop A,Computadoras,1,2500.00,Cusco
24/06/2026,Mouse Gamer,Accesorios,16,180.00,Trujillo
12/04/2026,Laptop A,Computadoras,3,2750.00,Arequipa
30/01/2026,Laptop C,Computadoras,20,3690.00,Moquegua
20/06/2026,Laptop A,Computadoras,10,2250.00,Arequipa
14/01/2026,Mouse X,Accesorios,19,45.00,Juliaca
13/04/2026,Mouse X,Accesorios,14,50.00,Arequipa
26/07/2026,Disco SSD 2TB,Almacenamiento,15,655.50,Cusco
15/07/2026,Monitor 27,Computadoras,20,1375.00,Juliaca
28/01/2026,Router WiFi,Redes,9,241.50,Moquegua
06/08/2026,Monitor 27,Computadoras,11,1375.00,Tacna
14/06/2026,Laptop C,Computadoras,19,4100.00,Moquegua
27/01/2026,Impresora A,Impresoras,6,858.00,Moquegua
16/05/2026,Disco SSD 2TB,Almacenamiento,20,690.00,Juliaca
29/01/2026,Monitor 24,Computadoras,1,850.00,Trujillo
01/07/2026,USB 64GB,Almacenamiento,2,49.50,Cusco
24/06/2026,Laptop A,Computadoras,1,2625.00,Trujillo
29/04/2026,USB 128GB,Almacenamiento,14,82.50,Juliaca
25/02/2026,Mouse X,Accesorios,17,47.50,Moquegua
01/06/2026,Monitor 27,Computadoras,19,1187.50,Puno
08/04/2026,Monitor 27,Computadoras,19,1312.50,Cusco
08/06/2026,Mouse Gamer,Accesorios,16,171.00,Trujillo
13/01/2026,Laptop B,Computadoras,3,3360.00,Lima
23/07/2026,Monitor 27,Computadoras,19,1250.00,Moquegua
07/05/2026,Impresora A,Impresoras,6,780.00,Trujillo
19/08/2026,USB 64GB,Almacenamiento,7,45.00,Trujillo
04/01/2026,Disco SSD 1TB,Almacenamiento,10,418.00,Tacna
24/07/2026,USB 128GB,Almacenamiento,18,75.00,Lima
15/03/2026,Switch 8P,Redes,13,310.00,Arequipa
15/07/2026,Switch 8P,Redes,12,310.00,Trujillo
23/02/2026,Mouse Gamer,Accesorios,17,171.00,Puno
12/06/2026,Impresora A,Impresoras,15,819.00,Juliaca
18/02/2026,Laptop C,Computadoras,10,4510.00,Tacna
20/02/2026,Monitor 27,Computadoras,3,1375.00,Moquegua
25/03/2026,USB 128GB,Almacenamiento,10,82.50,Trujillo
01/06/2026,Disco SSD 1TB,Almacenamiento,3,418.00,Moquegua
08/08/2026,Monitor 27,Computadoras,18,1187.50,Juliaca
04/03/2026,USB 128GB,Almacenamiento,17,75.00,Cusco
16/05/2026,USB 128GB,Almacenamiento,20,75.00,Arequipa
26/06/2026,Teclado K1,Accesorios,7,120.00,Cusco
14/03/2026,Router WiFi,Redes,15,218.50,Arequipa
22/01/2026,Laptop A,Computadoras,13,2750.00,Juliaca
16/07/2026,Webcam HD,Accesorios,6,199.50,Lima
22/02/2026,USB 64GB,Almacenamiento,15,45.00,Trujillo
20/08/2026,Router WiFi,Redes,16,241.50,Moquegua
16/06/2026,Webcam HD,Accesorios,16,190.00,Trujillo
23/01/2026,Laptop B,Computadoras,10,3200.00,Lima
24/05/2026,Impresora Multifunción,Impresoras,9,1092.50,Puno
25/01/2026,USB 64GB,Almacenamiento,14,40.50,Cusco
06/06/2026,Router WiFi,Redes,11,207.00,Moquegua
29/06/2026,USB 64GB,Almacenamiento,15,47.25,Juliaca
24/02/2026,Disco SSD 2TB,Almacenamiento,6,690.00,Moquegua
27/03/2026,USB 64GB,Almacenamiento,18,40.50,Tacna
29/06/2026,PC Gamer X,Computadoras,12,5720.00,Arequipa
27/01/2026,Mouse X,Accesorios,10,50.00,Moquegua
11/08/2026,Switch 8P,Redes,3,310.00,Moquegua
02/07/2026,Router WiFi,Redes,9,230.00,Cusco
29/04/2026,Laptop A,Computadoras,6,2750.00,Moquegua
04/04/2026,Impresora Multifunción,Impresoras,16,1265.00,Cusco
06/01/2026,Impresora Multifunción,Impresoras,3,1265.00,Puno
18/04/2026,Mouse X,Accesorios,11,52.50,Juliaca
04/06/2026,Laptop B,Computadoras,6,3200.00,Tacna
12/07/2026,Disco SSD 1TB,Almacenamiento,16,361.00,Cusco
05/02/2026,Laptop B,Computadoras,7,3360.00,Arequipa
28/02/2026,Laptop C,Computadoras,17,3690.00,Tacna
17/05/2026,Mouse Gamer,Accesorios,17,180.00,Lima
02/04/2026,Laptop B,Computadoras,8,3520.00,Juliaca
16/01/2026,Monitor 27,Computadoras,11,1250.00,Arequipa
10/06/2026,Laptop B,Computadoras,1,3360.00,Juliaca
26/06/2026,Teclado K1,Accesorios,12,108.00,Puno
18/03/2026,Disco SSD 2TB,Almacenamiento,10,690.00,Cusco
06/01/2026,Webcam HD,Accesorios,2,209.00,Tacna
01/04/2026,Impresora Multifunción,Impresoras,13,1150.00,Puno
01/01/2026,PC Gamer X,Computadoras,2,5720.00,Lima
07/04/2026,Audífonos Pro,Accesorios,11,225.00,Tacna
06/08/2026,Laptop C,Computadoras,15,4510.00,Juliaca
02/02/2026,Switch 8P,Redes,12,341.00,Lima
26/06/2026,Mouse Gamer,Accesorios,8,180.00,Arequipa
24/02/2026,Mouse Gamer,Accesorios,2,180.00,Cusco
12/03/2026,Monitor 27,Computadoras,12,1250.00,Juliaca
10/03/2026,USB 128GB,Almacenamiento,15,67.50,Moquegua
18/01/2026,Mouse Gamer,Accesorios,13,180.00,Puno
19/02/2026,Cable UTP,Redes,2,25.00,Moquegua
25/03/2026,Mouse X,Accesorios,6,50.00,Arequipa
06/01/2026,USB 128GB,Almacenamiento,9,75.00,Lima
23/02/2026,Impresora Multifunción,Impresoras,15,1150.00,Cusco
08/02/2026,Mouse X,Accesorios,4,45.00,Trujillo
06/01/2026,Teclado K1,Accesorios,17,108.00,Moquegua
09/05/2026,Webcam HD,Accesorios,8,209.00,Puno
28/01/2026,Mouse X,Accesorios,13,55.00,Moquegua
15/04/2026,Mouse X,Accesorios,7,50.00,Arequipa
26/04/2026,Switch 8P,Redes,2,325.50,Moquegua
15/03/2026,Impresora A,Impresoras,13,702.00,Puno
30/03/2026,Switch 8P,Redes,19,325.50,Tacna
04/05/2026,Router WiFi,Redes,4,218.50,Cusco
10/05/2026,Cable UTP,Redes,11,25.00,Trujillo
18/03/2026,Mouse X,Accesorios,17,50.00,Cusco
28/06/2026,USB 64GB,Almacenamiento,16,42.75,Trujillo
16/04/2026,Cable UTP,Redes,20,23.75,Arequipa
13/02/2026,Laptop A,Computadoras,3,2500.00,Trujillo
12/07/2026,USB 64GB,Almacenamiento,5,47.25,Arequipa
24/02/2026,Mouse Gamer,Accesorios,12,180.00,Lima
03/06/2026,Cable UTP,Redes,16,25.00,Moquegua
07/01/2026,Impresora Multifunción,Impresoras,8,1150.00,Arequipa
21/03/2026,Disco SSD 2TB,Almacenamiento,14,621.00,Tacna
05/01/2026,Audífonos Pro,Accesorios,5,262.50,Juliaca
07/02/2026,Disco SSD 1TB,Almacenamiento,10,380.00,Moquegua
18/02/2026,Disco SSD 1TB,Almacenamiento,15,399.00,Moquegua
30/03/2026,USB 64GB,Almacenamiento,10,47.25,Arequipa
11/01/2026,Monitor 24,Computadoras,17,850.00,Tacna
04/05/2026,Monitor 27,Computadoras,3,1250.00,Cusco
27/01/2026,Mouse X,Accesorios,16,50.00,Juliaca
12/01/2026,USB 64GB,Almacenamiento,17,40.50,Moquegua
08/06/2026,Laptop A,Computadoras,19,2500.00,Tacna
17/07/2026,Webcam HD,Accesorios,4,199.50,Cusco
19/01/2026,Cable UTP,Redes,10,27.50,Arequipa
25/05/2026,USB 128GB,Almacenamiento,16,71.25,Tacna
30/05/2026,USB 64GB,Almacenamiento,12,45.00,Juliaca
11/03/2026,Webcam HD,Accesorios,12,171.00,Puno
18/03/2026,Switch 8P,Redes,3,279.00,Moquegua
24/02/2026,Disco SSD 2TB,Almacenamiento,18,759.00,Trujillo
24/02/2026,Impresora Multifunción,Impresoras,3,1092.50,Lima
05/08/2026,Mouse Gamer,Accesorios,14,162.00,Lima
16/07/2026,PC Gamer X,Computadoras,1,5200.00,Moquegua
27/04/2026,Mouse X,Accesorios,14,52.50,Tacna
12/08/2026,Cable UTP,Redes,17,26.25,Cusco
25/05/2026,Audífonos Pro,Accesorios,20,237.50,Cusco
22/04/2026,Laptop B,Computadoras,19,3520.00,Tacna
14/05/2026,USB 64GB,Almacenamiento,8,49.50,Lima
25/06/2026,USB 128GB,Almacenamiento,17,78.75,Juliaca
08/05/2026,Disco SSD 1TB,Almacenamiento,12,342.00,Puno
26/06/2026,Laptop A,Computadoras,16,2375.00,Moquegua
12/06/2026,Laptop A,Computadoras,11,2250.00,Cusco
10/07/2026,PC Gamer X,Computadoras,15,5720.00,Tacna
30/06/2026,Mouse Gamer,Accesorios,2,198.00,Juliaca
26/04/2026,Impresora Multifunción,Impresoras,8,1150.00,Lima
25/01/2026,Mouse X,Accesorios,18,52.50,Puno
22/07/2026,Monitor 24,Computadoras,6,935.00,Lima
26/02/2026,Switch 8P,Redes,5,310.00,Moquegua
01/07/2026,Impresora A,Impresoras,13,819.00,Cusco
08/01/2026,Monitor 24,Computadoras,15,850.00,Puno
18/01/2026,Laptop A,Computadoras,9,2375.00,Puno
15/08/2026,Disco SSD 1TB,Almacenamiento,15,361.00,Moquegua
03/06/2026,USB 128GB,Almacenamiento,5,71.25,Arequipa
17/04/2026,Laptop A,Computadoras,13,2250.00,Arequipa
14/06/2026,Monitor 27,Computadoras,19,1250.00,Moquegua
26/04/2026,Cable UTP,Redes,2,22.50,Tacna
16/06/2026,Teclado K1,Accesorios,4,120.00,Moquegua
13/05/2026,Impresora Multifunción,Impresoras,11,1207.50,Arequipa
07/04/2026,Router WiFi,Redes,17,230.00,Tacna
12/04/2026,Laptop C,Computadoras,7,4510.00,Juliaca
03/05/2026,Cable UTP,Redes,5,23.75,Tacna
07/06/2026,Teclado K1,Accesorios,20,132.00,Moquegua
